aluno_id,curso,periodo_atual,habilitacao,bairro,cidade,uf,faixa_idade,matriculado,mes_cadastro
ALU_1b18c7be2a,Direito,9,Bacharelado Em Direito,Lagoa,Rio De Janeiro,RJ,,S,2025-07
ALU_156ea5a4f6,Direito,3,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,20-22,S,2025-07
ALU_75dd632dfa,Engenharia,8,Bac Em Engenharia De Produção,Taquara,Rio De Janeiro,RJ,,S,2025-07
ALU_78a42a2db2,Engenharia,9,Bac Em Engenharia De Produção,Lagoa,Rio De Janeiro,RJ,23-25,S,2025-07
ALU_8fcf54e5ff,Administração,9,Bacharelado Em Administração,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2025-07
ALU_77dfe8f76a,Jornalismo,3,Bacharelado Em Jornalismo,Rocinha,Rio De Janeiro,RJ,23-25,S,2025-07
ALU_8426993387,Arquitetura E Urbanismo,7,Bac Arquitetura E Urbanismo,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-07
ALU_6eda64481c,Direito,7,Bacharelado Em Direito,Leme,Rio De Janeiro,RJ,,S,2025-07
ALU_00aac21755,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2025-07
ALU_799e076a2a,Psicologia,6,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-07
ALU_6b8e715468,Ciências Econômicas,5,Bac Em Ciências Econômicas,Ipanema,Rio De Janeiro,RJ,20-22,S,2025-07
ALU_83db13881d,Engenharia,3,Bac Em Engenharia Mecânica,Estácio,Rio De Janeiro,RJ,23-25,S,2025-07
ALU_2801c47a2f,Psicologia,2,Bacharelado Em Psicologia,Flamengo,Rio De Janeiro,RJ,23-25,S,2025-07
ALU_bab159d645,Direito,3,Bacharelado Em Direito,Leblon,Rio De Janeiro,RJ,<=19,S,2025-07
ALU_dfe477ed48,Design,11,Bacharelado Em Design,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_7d98874865,Psicologia,6,Bacharelado Em Psicologia,Bangu,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_08b4bcbd2b,Administração,3,Bacharelado Em Administração,Humaita,Rio De Janeiro,RJ,,S,2025-08
ALU_51f5e5b114,Ciências Econômicas,5,Bac Em Ciências Econômicas,Gavea,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_3963471a68,Neurociências,7,Bacharelado Em Neurociências,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_92347e26ee,Relacões Internacionais,9,Bac Relacões Internacionais,Lagoa,Rio De Janeiro,RJ,,S,2025-08
ALU_f6521caf06,Inteligência Artificial,2,Bac Inteligência Artificial,Gavea,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_e7a00c5353,Administração,5,Bacharelado Em Administração,Ipanema,Rio De Janeiro,RJ,,S,2025-08
ALU_0ffba48025,Administração,5,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_5ace5b6d58,Administração,3,Bacharelado Em Administração,Laranjeiras,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_a8e0748be0,Psicologia,5,Bacharelado Em Psicologia,Botafogo,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_b443c87ba0,Direito,5,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,30+,S,2025-08
ALU_75387cbcb3,Design,24,Bacharelado Em Design,Humaita,Rio De Janeiro,RJ,30+,S,2025-08
ALU_2d23f5d05b,Arquitetura E Urbanismo,3,Bac Arquitetura E Urbanismo,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-08
ALU_519317ccd8,Neurociências,3,Bacharelado Em Neurociências,Vargem Grande,Rio De Janeiro,RJ,30+,S,2025-08
ALU_301050f1f5,Design,6,Bacharelado Em Design,Santa Luzia,Sao Goncalo,RJ,23-25,S,2025-08
ALU_6c0ca5e675,Direito,23,Bacharelado Em Direito,Freguesia   Jacepagua,Rio De Janeiro,RJ,,N,2025-08
ALU_4dcba729b4,Engenharia,8,Bac Engenharia De Computação,Gavea,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_df82224724,Ciência Da Computação,9,Bac Ciência Da Computação,Flamengo,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_79cd44a403,Ciências Biológicas,7,Bac Em Ciências Biológicas,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_23de399f1a,Ciência Da Computação,9,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-08
ALU_343cc54f91,Administração,2,Bacharelado Em Administração,Maracana,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_e86deb4b05,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Leblon,Rio De Janeiro,RJ,,S,2025-08
ALU_f4c46fef26,Direito,2,Bacharelado Em Direito,Oswaldo Cruz,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_1700a2a6bf,Ciência Da Computação,8,Bac Ciência Da Computação,Lagoa,Rio De Janeiro,RJ,,S,2025-08
ALU_e00aa020db,Ciências Econômicas,9,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,,S,2025-08
ALU_1afa02ff0f,Arquitetura E Urbanismo,7,Bac Arquitetura E Urbanismo,Botafogo,Rio De Janeiro,RJ,,S,2025-08
ALU_1103568085,Design,3,Bacharelado Em Design,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_110053a05f,Direito,5,Bacharelado Em Direito,Leblon,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_1bd619b2fe,Arquitetura E Urbanismo,3,Bac Arquitetura E Urbanismo,Tijuca,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_2c10bda3be,Pos-Graduacao Em Informatica,6,Mestrado Em Informatica,Tanque,Rio De Janeiro,RJ,,S,2025-08
ALU_c7b1662c9f,Ciência Da Computação,6,Bac Ciência Da Computação,Flamengo,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_727aebe482,Engenharia,8,Bac Em Engenharia De Produção,Vidigal,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_ab5515bf03,Administração,3,Bacharelado Em Administração,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2025-08
ALU_aa80735b4a,Design,4,Bacharelado Em Design,Maria Da Graca,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_f886456357,Design,7,Bacharelado Em Design,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_74c97c02ea,Nutriçao,5,Bacharelado Em Nutriçao,Gavea,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_2c4c7b30e0,Direito,9,Bacharelado Em Direito,Copacabana,Rio De Janeiro,RJ,,S,2025-08
ALU_f9f6376c3e,Ciências Econômicas,8,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,,S,2025-08
ALU_e7cb71e3ca,Arquitetura E Urbanismo,4,Bac Arquitetura E Urbanismo,Piratininga,Niteroi,RJ,20-22,S,2025-08
ALU_67a519e2e8,Administração,3,Bacharelado Em Administração,Gavea,Rio De Janeiro,RJ,,S,2025-08
ALU_9da40f5c2d,Arquitetura E Urbanismo,2,Bac Arquitetura E Urbanismo,Senador Vasconcelos,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_96d5ebaff9,Engenharia,7,Bac Em Engenharia De Produção,Botafogo,Rio De Janeiro,RJ,,S,2025-08
ALU_909fdfc152,Design,5,Bacharelado Em Design,Leblon,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_21f3234c01,Ciências Econômicas,3,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,,S,2025-08
ALU_d181073135,Administração,2,Bacharelado Em Administração,Centro,Rio De Janeiro,RJ,26-30,S,2025-08
ALU_8bb84db210,Nutriçao,5,Bacharelado Em Nutriçao,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_d6b9c6fa86,Neurociências,5,Bacharelado Em Neurociências,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_8fc29dedad,Jornalismo,5,Bacharelado Em Jornalismo,Rocinha,Rio De Janeiro,RJ,,S,2025-08
ALU_974339be89,Jornalismo,5,Bacharelado Em Jornalismo,Botafogo,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_c0ee0b9717,Engenharia,2,Bac Engenharia De Computação,Gávea,Rio De Janeiro,RJ,26-30,S,2025-08
ALU_a4a100be88,Pedagogia,5,Sem Especificação,Leme,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_246f311628,Direito,6,Bacharelado Em Direito,Centro,Nilopolis,RJ,20-22,S,2025-08
ALU_f813376566,Estudos De Mídia,2,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_52f5f3207e,Ciências Biológicas,6,Bac Em Ciências Biológicas,Engenho Da Rainha,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_2b982bd58c,Ciências Econômicas,6,Bac Em Ciências Econômicas,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2025-08
ALU_1e13d2802c,Direito,2,Bacharelado Em Direito,Manilha,Itaborai,RJ,,S,2025-08
ALU_02503e3cf9,Pos-Graduacao Em Metrologia,9,Mestrado Em Metrologia,Barra Da Tijuca,Rio De Janeiro,RJ,,N,2025-08
ALU_2c86d2cf4a,S/E - Sem Especificacao,2,,,Laakirchen,RJ,,S,2025-08
ALU_e14718ff9a,Ciências Econômicas,7,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,,S,2025-08
ALU_7581f8e6a3,Design,15,Bacharelado Em Design,Tanque Jacarepagua,Rio De Janeiro,RJ,,S,2025-08
ALU_abcd3620c0,Psicologia,5,Bacharelado Em Psicologia,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_ec6dae22b9,Administração,12,Bacharelado Em Administração,Lagoa,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_b64ad3af4d,Ciências Sociais,3,Licenciatura Ciências Sociais,Vidigal,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_31045193d5,Ciência Da Computação,7,Bac Ciência Da Computação,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_2589423b19,Direito,8,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,,S,2025-08
ALU_7ff96df32e,Engenharia,7,Bac Engenharia De Computação,Ipanema,Rio De Janeiro,RJ,,N,2025-08
ALU_aac2fdd22e,Administração,4,Bacharelado Em Administração,Ipanema,Rio De Janeiro,RJ,,S,2025-08
ALU_55ed12d21b,Direito,2,Bacharelado Em Direito,Curicica,Rio De Janeiro,RJ,,S,2025-08
ALU_c5e1a9f06e,Arquitetura E Urbanismo,9,Bac Arquitetura E Urbanismo,Icarai,Niteroi,RJ,23-25,S,2025-08
ALU_946e28c31a,Ciências Sociais,3,Licenciatura Ciências Sociais,Andarai,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_262f55ff04,Arquitetura E Urbanismo,7,Bac Arquitetura E Urbanismo,Freguesia,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_11d7657484,Nutriçao,3,Bacharelado Em Nutriçao,Tijuca,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_842b23d937,História,16,Licenciatura Em História,Catete,Rio De Janeiro,RJ,30+,S,2025-08
ALU_ff0708739a,Arquitetura E Urbanismo,13,Bac Arquitetura E Urbanismo,Taquara,Rio De Janeiro,RJ,,S,2025-08
ALU_aab79839af,Artes Cênicas,2,Bac Art Cênicas,Lagoa,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_c2fda6d9f3,Ciências Econômicas,5,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_60e361d3d0,Administração,5,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_7d8bf155ee,Estudos De Mídia,4,Bacharelado Estudos De Mídia,Vila Isabel,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_33f57a9a83,Ciências Econômicas,7,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_30dda0f1bd,Psicologia,3,Bacharelado Em Psicologia,Vital Brazil,Niteroi,RJ,26-30,S,2025-08
ALU_987e7db7b2,Pedagogia,7,Sem Especificação,Rocinha,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_4c7756a65c,Psicologia,11,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_a1ff03198a,Teologia,2,Bacharelado Em Teologia,Realengo,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_8a69c019a2,Ciência Da Computação,9,Bac Ciência Da Computação,Lagoa,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_363cdfcb46,S/E - Sem Especificacao,2,,Copacabana,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_e2617a48d9,Psicologia,7,Bacharelado Em Psicologia,Urca,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_a2f9996b24,Ciência Da Computação,3,Bac Ciência Da Computação,Icaraí,Niterói,RJ,<=19,S,2025-08
ALU_2f6cb135eb,Ciências Econômicas,10,Bac Em Ciências Econômicas,Jardim Botanico,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_9f0d0c5c02,Ciências Econômicas,5,Bac Em Ciências Econômicas,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_9d910974b3,Design,9,Bacharelado Em Design,Itanhanga,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_f978a53a93,Psicologia,5,Bacharelado Em Psicologia,Camboinhas,Niteroi,RJ,,S,2025-08
ALU_6310e4c356,Ciência Da Computação,7,Bac Ciência Da Computação,Copacabana,Rio De Janeiro,RJ,,S,2025-08
ALU_8e41654914,Jornalismo,3,Bacharelado Em Jornalismo,Copacabana,Rio De Janeiro,RJ,<=19,S,2025-08
ALU_7e6852372e,Letras,9,"Bac Letras, Prod Textual",Grajau,Rio De Janeiro,RJ,,S,2025-08
ALU_857934712f,Design,15,Bacharelado Em Design,Fonseca,Niteroi,RJ,,S,2025-08
ALU_00919e15cb,Ciência Da Computação,2,Bac Ciência Da Computação,Sao Domingos,Niteroi,RJ,23-25,S,2025-08
ALU_6a47980881,Arquitetura E Urbanismo,11,Bac Arquitetura E Urbanismo,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2025-08
ALU_5413a14eee,Engenharia,5,Bac Em Engenharia De Produção,Ipanema,Rio De Janeiro,RJ,,S,2025-08
ALU_39780a5e7c,Arquitetura E Urbanismo,8,Bac Arquitetura E Urbanismo,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_637c687581,Comunicação Social,15,"Com Social-Jornalismo, Bachar",Pedra De Guaratiba,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_da3e465709,Engenharia,7,Bac Engenharia De Computação,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_30f8b299ab,S/E - Sem Especificacao,2,,Jardim Botânico,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_3affe716a0,Engenharia,5,Bac Engenharia De Computação,Leblon,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_f5e998089c,Administração,12,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-08
ALU_a9e6b03745,Pos-Graduacao Em Direito,2,Doutorado Em Direito,Calafate,Belo Horizonte,MG,30+,S,2025-08
ALU_1ab486ad23,Engenharia,11,Bac Em Engenharia De Produção,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2025-08
ALU_70ee44b166,Engenharia,5,Bac Em Engenharia Química,Ipanema,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_5e12af47d0,Direito,5,Bacharelado Em Direito,Icarai,Niteroi,RJ,20-22,S,2025-08
ALU_c892cf2ae2,Direito,3,Bacharelado Em Direito,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_55fc73fc93,Estudos De Mídia,4,Bacharelado Estudos De Mídia,Rocinha,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_e05097edbf,Artes Cênicas,2,Bac Art Cênicas,Flamengo,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_eade2438bc,Direito,9,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-08
ALU_4a47366df3,Psicologia,2,Bacharelado Em Psicologia,Botafogo,Rio De Janeiro,RJ,26-30,S,2025-08
ALU_91123f27ce,Psicologia,8,Bacharelado Em Psicologia,Ilha Do Governador,Rio De Janeiro,RJ,26-30,S,2025-08
ALU_6be6de48d9,S/E - Sem Especificacao,2,,,Lisboa,RJ,,S,2025-08
ALU_37c637f289,Ciências Biológicas,14,Lic Em Ciências Biológicas,Olaria,Rio De Janeiro,RJ,,S,2025-08
ALU_16b15ef9e2,Engenharia,13,Bac Eng Controle E Automação,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-08
ALU_285137aa04,Direito,14,Bacharelado Em Direito,Lagoa,Rio De Janeiro,RJ,,S,2025-08
ALU_a2cee112e5,Jornalismo,3,Bacharelado Em Jornalismo,Gracas,Duque De Caxias,RJ,20-22,S,2025-08
ALU_7dbdaa8f63,Design,9,Bacharelado Em Design,Piedade,Rio De Janeiro,RJ,,S,2025-08
ALU_99aa44684b,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Icarai,Niteroi,RJ,23-25,S,2025-08
ALU_a8f6581ea9,Direito,2,Bacharelado Em Direito,Itanhanga,Rio De Janeiro,RJ,26-30,S,2025-09
ALU_4b0175f726,Ciências Econômicas,5,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_79cfc32989,Estudos De Mídia,2,Bacharelado Estudos De Mídia,Laranjeiras,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_9f749e57a7,Engenharia,3,Bac Em Engenharia Elétrica,Flamengo,Rio De Janeiro,RJ,30+,S,2025-09
ALU_108f9e1b42,Ciência Da Computação,9,Bac Ciência Da Computação,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_bf8e49993f,Engenharia,6,Bac Engenharia De Computação,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_b3aa3e189c,Engenharia,15,Bac Em Engenharia Química,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-09
ALU_a2c604cf20,Pos-Graduacao Em Teologia,5,Mestrado Em Teologia,Vila Guimaraes,Nova Iguacu,RJ,,S,2025-09
ALU_9cb1aafcaa,Relacões Internacionais,3,Bac Relacões Internacionais,Gavea,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_b460df22ae,Administração,9,Bacharelado Em Administração,Flamengo,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_1a0307e3b5,Engenharia,5,Bac Engenharia De Computação,Ipanema,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_fd50cef13a,Administração,15,Bacharelado Em Administração,Rocinha,Rio De Janeiro,RJ,,S,2025-09
ALU_cd72b70fda,Design,3,Bacharelado Em Design,Gavea,Rio De Janeiro,RJ,<=19,S,2025-09
ALU_bd51fcf41a,Engenharia,7,Bac Engenharia De Computação,Pedra De Guaratiba,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_0045dda7cc,Ciência Da Computação,5,Bac Ciência Da Computação,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_fb882f5005,Engenharia,11,Bac Em Engenharia De Produção,Jardim Botanico,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_d6f7e00096,Administração,10,Bacharelado Em Administração,Ipanema,Rio De Janeiro,RJ,26-30,S,2025-09
ALU_2ee4a08317,Ciências Econômicas,7,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_d954f3d406,Psicologia,6,Bacharelado Em Psicologia,Taquara,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_549a5c2cc6,Ciências Econômicas,7,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-09
ALU_d7e776eaa9,Ciências Econômicas,11,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-09
ALU_7605ffb8b5,Ciência Da Computação,3,Bac Ciência Da Computação,Botafogo,Rio De Janeiro,RJ,<=19,S,2025-09
ALU_22ea9bf420,Jornalismo,5,Bacharelado Em Jornalismo,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_c944d61acd,Administração,5,Bacharelado Em Administração,Santa Teresa,Rio De Janeiro,RJ,,S,2025-09
ALU_227977f5a6,Ciências Econômicas,5,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_a50cae1519,Ciência Da Computação,2,Bac Ciência Da Computação,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_60cd1c2067,Direito,12,Bacharelado Em Direito,Rocinha,Rio De Janeiro,RJ,30+,S,2025-09
ALU_577987865b,Administração,2,Bacharelado Em Administração,Recreio,Rio De Janeiro,RJ,26-30,S,2025-09
ALU_cf7325acc1,Engenharia,7,Bac Em Engenharia De Produção,Ipanema,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_45546f713e,Design,6,Bacharelado Em Design,Lagoa,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_2891f63d64,Jornalismo,3,Bacharelado Em Jornalismo,Jardim Aclimacao,Cuiaba,MT,30+,S,2025-09
ALU_e2e66ac77d,Ciência Da Computação,3,Bac Ciência Da Computação,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,<=19,S,2025-09
ALU_6d1925bbc2,Letras,13,"Tradutor Inglês, Bacharelado",Copacabana,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_916000160f,Letras,5,"Tradutor Inglês, Bacharelado",Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-09
ALU_5904dae0c9,Direito,14,Bacharelado Em Direito,Triangulo,Tres Rios,RJ,23-25,S,2025-09
ALU_fd875c3a0b,Psicologia,2,Bacharelado Em Psicologia,Tijuca,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_081a3d58d3,Jornalismo,3,Bacharelado Em Jornalismo,Caonze,Nova Iguacu,RJ,,S,2025-09
ALU_28ed8d89d4,Engenharia,5,Bac Engenharia De Computação,Botafogo,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_05d3e7813e,S/E - Sem Especificacao,2,,,Radlett,RJ,,S,2025-09
ALU_3524af4516,Engenharia,13,Bac Em Engenharia De Produção,Centro,Tres Rios,RJ,,S,2025-09
ALU_3da611100c,Direito,3,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_4ee9f8394d,Estudos De Mídia,4,Bacharelado Estudos De Mídia,Santa Teresa,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_9000a909e4,Ciência Da Computação,11,Bac Ciência Da Computação,Jacarepagua,Rio De Janeiro,RJ,30+,S,2025-09
ALU_768fa621ea,Ciência Da Computação,11,Bac Ciência Da Computação,Botafofo,Rio De Janeiro,RJ,,S,2025-09
ALU_904ddf4555,Arquitetura E Urbanismo,11,Bac Arquitetura E Urbanismo,Leblon,Rio De Janeiro,RJ,,S,2025-09
ALU_d9dd63e91a,Pos-Graduacao Em Engenharia Eletrica,3,Mestrado Em Eng Eletrica,Gavea,Rio De Janeiro,RJ,,S,2025-09
ALU_624593f8a7,Relacões Internacionais,7,Bac Relacões Internacionais,Ipanema,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_19c62afcdb,Estudos De Mídia,3,Bacharelado Estudos De Mídia,Vila Meriti,Duque De Caxias,RJ,20-22,S,2025-09
ALU_21a11fcb1d,Administração,5,Bacharelado Em Administração,Ipanema,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_01f578c5a0,Psicologia,10,Bacharelado Em Psicologia,Santa Cruz,Rio De Janeiro,RJ,26-30,S,2025-09
ALU_391a2ca775,Engenharia,3,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2025-09
ALU_671bd4b3b1,Design,7,Bacharelado Em Design,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_caaf6d8c91,Psicologia,4,Bacharelado Em Psicologia,Botafogo,Rio De Janeiro,RJ,,N,2025-09
ALU_e597caff19,Design,3,Bacharelado Em Design,Botafogo,Rio De Janeiro,RJ,,S,2025-09
ALU_8e5f1a4780,Design,3,Bacharelado Em Design,Rocinha,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_1593bf39db,Direito,9,Bacharelado Em Direito,Grajau,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_8ccf651315,Administração,7,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,30+,S,2025-09
ALU_45fdbd1d9e,Psicologia,3,Bacharelado Em Psicologia,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_7aeb638581,Psicologia,2,Bacharelado Em Psicologia,Pechincha,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_90a8b08e58,Engenharia,7,Bac Em Engenharia Mecânica,Barra De Tijuca,Rio De Janeiro,RJ,20-22,N,2025-09
ALU_56b19addc9,Direito,9,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-09
ALU_4456925c77,Pos-Graduacao Em Ciencias Sociais,3,Doutorado Em Ciencias Sociais,Barra Da Tijuca,Rio De Janeiro,RJ,26-30,S,2025-09
ALU_b243d55a9a,Engenharia,5,Bac Em Engenharia De Produção,Laranjeiras,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_56d033eaa4,Design,6,Bacharelado Em Design,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_5f6b4adfdf,Pos-Graduacao Relacoes Internacionais,2,Mest Anali Gestao Pol Interna,Rocha,Rio De Janeiro,RJ,,S,2025-09
ALU_206fa28d3d,Design,20,Bacharelado Em Design,Nova Cidade,Sao Goncalo,RJ,26-30,S,2025-09
ALU_ab886d5692,Ciências Sociais,3,Licenciatura Ciências Sociais,Icarai,Niteroi,RJ,20-22,S,2025-09
ALU_44a2e2ce73,Administração,11,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,30+,S,2025-09
ALU_4f65de0db3,Geografia,12,Bacharelado Em Geografia,Leblon,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_3a7fc10691,Design,6,Bacharelado Em Design,Lagoa,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_db0a3ddc78,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-09
ALU_160eff24d9,Ciências Econômicas,13,Bac Em Ciências Econômicas,Laranjeiras,Rio De Janeiro,RJ,23-25,S,2025-09
ALU_a82f11a22a,História,12,Licenciatura Em História,Cosme Velho,Rio De Janeiro,RJ,,S,2025-09
ALU_ecadb4edae,Relacões Internacionais,9,Bac Relacões Internacionais,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2025-09
ALU_41ac772588,Ciência Da Computação,9,Bac Ciência Da Computação,Copacabana,Rio De Janeiro,RJ,20-22,N,2025-09
ALU_010f792ed0,Estudos De Mídia,2,Bacharelado Estudos De Mídia,Magalhães Bastos,Rio De Janeiro,RJ,26-30,S,2025-09
ALU_c6e1ab3b1e,Administração,5,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,20-22,S,2025-09
